sku;categories;family;name;description
15663634;canon,laser_led_printers,print_scan_sales;laser_led_printers;Canon i-SENSYS LBP6020B;<b>Compact, energy-efficient desktop mono laser printer</b>\n\nA space saving, affordable mono laser printer that’s perfect for personal use. Delivering quality, maintenance-free prints, this energy-saving device is easy to use and exceptionally quiet.\n\n- Space-saving design\n- 18 ppm, 7.8 seconds First Print Out Time\n- Energy efficient\n- Quiet operation\n- All-in-One cartridge for maintenance free operation\n\n<b>Compact and space saving</b>\n\nDesigned to fit comfortably on the desk, this compact and affordable mono laser printer is perfect for personal use. Its sleek, space-saving design includes a retractable paper tray cover and keeps dimension to a mere 359 x 249 x 198 mm (W x D x H)\n\n<b>Productive performance</b>\n\nTake advantage of professional laser print speeds of 18 ppm. Canon’s Quick First-Print technologies ensures quick recovery from sleep mode and with a First Print Out Time of just 7.8 seconds, you can quickly get back to what’s important, without waiting around for your prints.\n\n<b>Exceptional laser quality</b>\n\nDeliver the sharpest, crispest text and most detailed graphics thanks to a print resolution of up to 2400 x 600 dpi with Automatic Image Refinement. Our MS (Magnetic Spherical) Toner has been specifically developed to deliver the optimum results print after print.\n\n<b>Efficient and quiet</b>\n\nThis energy efficient printer uses only 0.8 watts in sleep mode. A convenient front power switch makes it easy to turn off, cutting energy costs even further. Thanks to Canon’s unique engine design, the i-SENSYS LBP6020 is silent in standby and exceptionally quiet during operation – so you can focus on your work without intrusion.\n\n<b>All-in-One cartridge</b>\n\nThe All-in-One recyclable cartridge ensures maintenance-free operation and continuous high quality output. Replace the compact cartridge in seconds – containing toner, drum and cleaning units – with an Authentic Canon Laser Cartridge and your printer is as good as new.
11867890;laser_led_printers,print_scan_sales,xerox;laser_led_printers;Xerox Phaser 3010;Xerox Phaser 3010. Maximum resolution: 1200 x 1200, Print technology: Laser. ISO A-series sizes (A0...A9): A4, A5, Maximum print size: 215 x 355 mm, Standard tray media types: Envelopes, Labels, Plain paper, Recycled paper. Standard interfaces: USB 2.0. Power consumption (standby): 57.6, Power consumption (PowerSave): 3.4. Dimensions (WxDxH): 358 x 197 x 208
12829977;cameras_sales,canon,digital_cameras;digital_cameras;Canon PowerShot A4000;Go wide or get 8x closer with a Canon quality 8x optical zoom lens, Intelligent IS and Smart Auto for great photos and HD movies. The compact PowerShot A4000 IS captures every moment with ease.\n\n- 28mm wide, 8x optical zoom\n- 16.0 Megapixels\n- Intelligent IS\n- Large 7.5 cm (3.0”) LCD\n- Compact metal body\n- Smart Auto (32 scenes)\n- HD movies (720p) with movie button\n- Help button\n- Fun and creative modes\n- Live View Control, Face Detection\n\n<b>Intelligent and easy 8x zoom</b>\n\n<b>28mm wide, 8x optical zoom</b>\nA versatile, Canon 8x optical zoom lens lets you get closer to distant subjects and focus on the detail while the 28mm wide-angle fits more in the frame for sweeping landscapes and great group shots.\n\n<b>16.0 Megapixels</b>\nCapturing all the detail from the genuine Canon lens the 16MP sensor delivers superb quality images that are perfect for large-scale prints (A3+) or creative cropping.\n\n<b>Intelligent IS</b>\nIntelligent IS combats camera shake to ensure all your photos and videos are sharp and detailed even at full zoom or in low light. It automatically adjusts the optical Image Stabilizer to the scene from 6 modes to prevent blur.\n\n<b>Large 7.5 cm (3.0”) LCD</b>\nA large, high quality LCD screen (230k dots) allows effortless menu navigation, lets you frame and view your shots with ease and makes sharing them with friends a pleasure.\n\n<b>Compact metal body</b>\nThe slim, compact metal body in attractive colours is small and stylish enough to take anywhere.\n\n<b>Smart Auto (32 scenes)</b>\nEven complete beginners can effortlessly shoot high quality photos or movies with Smart Auto, which detects the scene and automatically selects the optimal settings from 32 variables. Press the Auto button to return instantly to Smart Auto from any other mode.\n\n<b>HD movies (720p) with movie button</b>\nInstantly record high quality HD movies (720p) using one touch of the dedicated movie button. Intelligent IS keeps movies steady.\n\n<b>Help button</b>\nSimply press the Help button for quick, easy-to-follow guidance on using your camera and its different functions – the ideal introduction for beginners.\n\n<b>Fun and creative modes</b>\nHave fun with a range of creative filters. Use Fish-eye Effect to re-create fish-eye lens distortion, Super Vivid to boost colour saturation, retro Poster and Toy Camera Effects or Monochrome. Miniature Effect makes scenes in stills or movies look like miniature scale models.\n\n<b>Live View Control, Face Detection</b>\nLive View Control allows you to easily experiment with picture settings like brightness and colour intensity and preview the results while framing, so you can capture the best shot. Face Detection Technology ensures great people shots. It detects up to 35 faces in a single frame making sure they remain in focus and with optimum brightness. Face Detection White Balance ensures natural skin tones even in unusual lighting conditions. Auto Red-Eye Correction eliminates red-eye.
14643131;brother,multifunctionals,print_scan_sales;multifunctionals;Brother DCP-8150DN multifunctional;Brother DCP-8150DN. Print technology: Laser, Printing: Mono, Copying: Mono. Print resolution (black, normal quality): 1200 x 1200. Maximum copy resolution: 1200 x 600, Copier resize: 25 - 400. Optical scanning resolution: 1200 x 1200, Maximum scan area: Legal (216 x 356), Maximum scan resolution: 19200 x 19200. ISO A-series sizes (A0...A9): A4, A5, Maximum print size: Legal (216 x 356 mm), Standard tray media types: Plain paper
5926728;cameras_sales,sweex,webcams;webcams;Sweex WC159 webcam;- Built-in Microphone Over USB\n- Snap Shot Button
18264046;audio_video_sales,hp,loudspeakers;loudspeakers;HP H5M98AA;Hear beautiful sound from a compact, modern designed, ultra-portable speaker - compatible with laptops, cell phones, portable game devices, MP3 players, tablets, desktop PCs.\n\n- The modern artistic design complements any device - all within an impressively compact palm-sized speaker.\n- Conveniently connect using a 3.5 mm headphone jack with laptops, cell phones, portable game devices or MP3 players – Plug, Play, Enjoy!\n- Share the music, presentation, videos and more with crisp clear acoustics that can easily be heard throughout the room.\n- Beautiful design made even better with your choice of dynamic metallic colors: black, white, red or pink. Also includes a convenient carrying pouch.\n- Experience uninterrupted enjoyment with a rechargeable internal lithium ion battery that lasts up to 12 hours.
18184963;audio_video_sales,mp3_players,philips;mp3_players;Philips SA5MXX04WF Mix 4GB* MP3 player;Philips SA5MXX04WF Mix 4GB* MP3 player. MP3 bit rates: 8 - 320, WMA bit rates: 5 - 192. Supported radio bands: FM. Weight: 0.022. Dimensions (WxDxH): 24.5 x 15.9 x 82.4
130580;hp,multifunctionals,print_scan_sales;multifunctionals;HP Tout-en-un Photosmart 2610;This All-in-One offers built-in networking plus advanced photo printing features including memory card slots and 6.4 cm colour LCD for selecting, editing and printing photos without a PC, plus borderless photos up to 2x A4 size.\n\nABH - Netherlands - Dutch localization
13549634;camcorders,cameras_sales,canon;camcorders;Canon LEGRIA HF R36;"Share your stories effortlessly with Wi-Fi\nIt’s easy to get close to the action in superb Full HD with the compact LEGRIA HF R36. Share your creations effortlessly with Wi-Fi and enjoy steady footage with Intelligent IS.\n\nWi-Fi with MP4 support\nIn-built Wi-Fi lets you effortlessly share your creations to social networking sites and view your videos on DNLA certified TVs and iOS devices. Support for MP4 format ensures quick transfer times of HD movies.\n\n51x Advanced zoom; Full HD CMOS\nA genuine Canon HD video lens with 51x Advanced Zoom lets you capture all the detail in even far away subjects. The Full HD CMOS sensor gives excellent colour reproduction even in low light, so your movies will look great on your HDTV.\n\nOptical Intelligent IS\nIntelligent IS is the perfect solution to combat camera shake. It automatically detects the scene and selects exactly the right optical Image Stabilizer settings from 4 modes to counteract movement and prevent blur. It ensures sharp, detailed videos in every situation - leaving you free to concentrate on shooting.\n\nStory Creator\nUse Story Creator to effortlessly create memorable movies and help develop your video skills. Choose a theme for your movie and Story Creator gives you on screen suggestions and shooting tips, so you can make captivating videos.\n\nCinema-look filters; Touch Decoration\nInspire your creativity with Cinema-Look Filters. Select from 8 adjustable colour-grading filters to capture the perfect movie scene. Adding fun effects to your movies without a PC is easy using Touch Decoration.\n\nStore direct to external HDD\nCopy movies direct from the inbuilt memory or SDXC card slot to an external hard drive. Just follow the simple on-screen menus for quick and easy storage.\n\nFingertip control\nOperation is easy with a high-resolution 7.5cm (3.0”) gesture-based Touch-screen LCD, which gives you intuitive fingertip control of settings and simplifies playback.\n\nSmart Auto, Face Detection\nEffortlessly shoot high quality video with Smart Auto. Intelligent Scene Detection Technology selects the perfect settings from 38 scene modes – all you have to do is point and shoot, whilst Face Detection optimises the settings for great people shots.\n\nHD-SD conversion\nConvert movies from HD to SD in camera for really easy sharing and web uploading.\n\n8GB Dual Flash memory, SDXC card slot\nAn in-built 8GB Dual Flash memory lets you store over 3 hours of Full HD movies. Record even longer with the SDXC card slot."
131496;lg,pc_monitors,tvs_projectors_sales;pc_monitors;LG L2010P 20.1" TFT .255 94kHz TCO99 silver;20.1" LCD Monitor L2010P <br>\nFLATRON LCD Professional series - narrow bezel, pivot function, and ergonomic design ensure comfortable work <p>\nBuilt-in Power Adapter <br>\n- For reduced cable clutter and easy wall-mounting <br>\n Dual Input  <br>\n- DVI delivers sharper and cleaner images without any data loss, making it suitable for graphic and multimedia users. <br>\n OSD Lock  <br>\n- OSD Lock function prevents unwanted changes to the display settings \n Wide viewing angle  <br>\n- Our wide viewing technology provides wide viewing angles in every direction to prevent colors and images from deviation. <br>\n Wall mountable  <br>\n- Mounting slots at the back allow the LG's LCD monitor to be hung just like a picture <br>\n USB Hub  <br>\n- Connects to outer devices for the user's convenience <br>\n Pivot Enabled  <br>\n- Pivot function enables the computer display to rotate for different applications: landscape, portrait making, or word processing. <br>\n Height Adjustable  <br>\n Narrow Bezel  <br>\n- Narrow Bezel design gives monitors a tiled look, making them ideal for trading floors, banks and airports <br>\n LightView Function <br>\n- LightView function allows users to freely adjust brightness and color temperature according to their application, like day/night, photo, text, and movie. <br>\n Certified TCO-03 <br>\n- With a stricter regulation than the TCO-99, the product guarantees excellent user ergonomics, visual performance, and environment. <br>
13354763;audio_video_sales,mp3_players,philips;mp3_players;Philips GoGEAR SoundDot 2GB;<b>Music becomes more fun</b>\n\nWith color choices, all ready to wear\n\nJive to the small and colorful GoGEAR Sounddot MP3 player. It comes with a built-in clip\nfor attachment to clothes and the LED and sound indicators for easy navigation. Transfer\nmusic via Direct USB and enjoys FastCharge for quick charging.\n\nComplements your life\n\n- Small, colorful and stylish like a fashion accessory\n- Built-in clip for convenient and hands-free use\n- Sound and LED indicators for charging and easy navigation\n- Enjoy up to 6 hours of music playback\n\nEasy and intuitive\n\n- Philips Songbird: one simple program to discover, play, sync\n- Quick 6-minute charge for 60 minutes of play\n- Direct USB for easy file transfers - without cables
11180066;hp,laser_led_printers,print_scan_sales;laser_led_printers;HP LaserJet Enterprise 500 color M551xh;Affordable, business-enhancing colour from an HP LaserJet that's easy to manage and use. Produce professional-quality colour marketing materials and more. Maximise your investment with expandability options. Count on HP for energy-saving features.\n\n<b>Features</b>\n\n<b>ENERGY STAR® qualified</b>\n- Save energy – HP Auto-On/Auto-Off Technology turns your printer on when you need it and off when you don’t.\n- Reduce energy use with Instant-on Technology.\n- Free, convenient cartridge recycling in 53 countries.\n\n<b>Make your business look its best with high-performance colour.</b>\n- Create marketing materials with realistic colour and crisp detail thanks to HP Easy Color.\n- Increase colour accuracy with HP ImageREt 3600 and HP ColorSphere toner technology.\n- Achieve low-cost, high-quality printing right out of the box, with a complete set of cartridges – on average, nearly two times more black toner and more than two times the colour toner of leading competitors.\n- Print black text affordably, using an optional high-capacity black print cartridge.\n\n<b>Invest in a printer that's as easy to use as it is to manage.</b>\n- Manage jobs directly from the printer’s four-line colour control panel, and easily print from a USB flash drive.\n- Make printing as mobile as you are with HP ePrint – now you can print from virtually anywhere.\n- Keep confidential information secure by requiring a PIN to retrieve print jobs and protect data with the HP High-Performance Secure Hard Disk.\n- Easily control colour usage with HP Color Access Control, and proactively manage printing environments with industry-leading HP Web Jetadmin.\n\n<b>Take advantage of inventive expandability options.</b>\n- Easily update, manage and extend printer capabilities, using HP FutureSmart Firmware.\n- Take advantage of the HP Solutions Business Partners programme, enabling you to access HP certified solutions from industry-leading partners.\n- Incorporate optional productivity and security solutions easily, using the hardware integration pocket.\n- Improve productivity: this workhorse colour laser printer gives you up to 1,100-sheet capacity to save time and complete large print jobs without reloading.\n\n<b>Enjoy outstanding energy and paper savings.</b>\n- Reduce energy use by 19% to 66% by setting the Auto-On/Auto-Off mode. Save even more energy with Instant-on Technology which speeds warm-up and cool-down times.\n- Collect data, control settings and create useful reports using HP EcoSMART Fleet.\n- Save time with convenient cartridge installation, and get free, easy cartridge recycling.\n- Conserve resources and get up to 50% paper-savings using automatic two-sided printing.
14187741;hp,laser_led_printers,print_scan_sales;laser_led_printers;HP LaserJet CP1025nw;<b>Add high-quality colour using an affordable, wireless and Ethernet-connected HP LaserJet. HP’s smallest colour laser printer is also one of the planet’s most energy efficient. Print from virtually anywhere with HP ePrint.</b>
10734346;cameras_sales,canon,digital_cameras;digital_cameras;Canon Digital IXUS 1100 HS;Canon 1100 HS, Digital IXUS. Megapixel: 12.1, Camera type: Compact, Optical sensor size: 1/2.3. Focal length range (f-f): 5 - 60, Lens structure (elements/groups): 14/12. Focus: TTL, Focus adjustment: Auto, Auto focusing (AF) modes: Face tracking, Single Auto Focus. ISO sensitivity: 100, 200, 400, 800, 1600, 3200, Auto, Light exposure correction: ± 2EV (1/3EV step), Light metering: Centre-weighted, Spot. Camera shutter type: Electronic
14135140;led_tvs,philips,tvs_projectors_sales;led_tvs;Philips 37PFL6007K;<b>Be part of the action!</b>\n\n<b>Enjoy 3D and Smart TV with Ambilight</b>\nExperience a world of content with a Philips 37PFL6007 3D Smart LED TV. Enjoy powerful Full HD LED pictures and endless possibilities of Smart TV Premium with immersive Ambilight. Be part of the action with the most comfortable 3D!\n\n<b>Enjoy a world of content with Smart TV Premium</b>\n- Integrated Wi-Fi to use Smart TV wirelessly\n- A wealth of online apps, videos to rent and catch-up TV\n- Control the TV with your smart phone, tablet or keyboard\n- Find, schedule, record & pause TV\n- Watch TV wherever you like at home with Wi-Fi smart screen*\n- Make voice and video calls with Skype™ on your TV\n\n<b>Fascinating view experience in your living room</b>\n- Ambilight Spectra 2-sided intensifies the viewing experience\n- Easy 3D Clarity 700 for a comfortable 3D movie experience\n- Enjoy any 2D content in flawless 3D at a push of a button\n- Unique 3D depth adjustment to view 3D the way you like it\n- Unique Two Player Full Screen Gaming mode for your 2D games\n- Full HD TV with Pixel Precise HD for details in action\n- 400Hz Perfect Motion Rate (PMR) for superb motion sharpness
1232939;audio_video_sales,mp3_players,samsung;mp3_players;Samsung T10 4GB Black;The T10 has a screen built for video, bright and sharp and rotated 90 degrees ideal for watching 30 frames per second high quality video\n\n<b>Bluetooth 2.0</b>\nBluetooth 2.0 implemented allows 2 sets of headphones to be paired with the P2, with A2DP (advanced audio streaming) and AVRCP – remote control via Bluetooth.\n\n<b>Sound Quality</b>\nDNSE 2.0 for superior sound quality, so it can be reproduced the way it was intended through Sound personalization, User equalizer setting, Bass extension.
18141201;audio_video_sales,mp3_players,philips;mp3_players;Philips SA5DOT04PF;Philips SA5DOT04PF. MP3 bit rates: 8 - 320, WMA bit rates: 5 - 320. Supported radio bands: FM. Weight: 0.019. Dimensions (WxDxH): 41.8 x 15 x 41.8
13658688;camcorders,cameras_sales,canon;camcorders;Canon LEGRIA HF R306;"<b>Canon LEGRIA HF R306</b>\n<b>Capture stories on the go in stunning Full HD</b>\nThe effortless LEGRIA HF R306 has a 51x Advanced zoom to get you close to the action in stunning Full HD, while Intelligent IS keeps movies steady. Use Story Creator to develop your video skills.\n\n<b>51x Advanced zoom; Full HD CMOS</b>\nA genuine Canon HD video lens with 51x Advanced Zoom lets you capture all the detail in even far away subjects. The Full HD CMOS sensor gives true HD quality and excellent colour reproduction even in low light, so your movies will look great on your HDTV.\n\n<b>Optical Intelligent IS</b>\nIntelligent IS is the perfect solution to combat camera shake. It automatically detects the scene and selects exactly the right optical Image Stabilizer settings from 4 modes to counteract movement and prevent blur. It ensures sharp, detailed videos in every situation - leaving you free to concentrate on shooting.\n\n<b>Story Creator</b>\nUse Story Creator to effortlessly create memorable movies and help develop your video skills. Choose a theme for your movie and Story Creator gives you on screen suggestions and shooting tips, so you can make captivating videos.\n\n<b>Cinema-look filters; Touch Decoration</b>\nInspire your creativity with Cinema-Look Filters. Select from 8 adjustable colour-grading filters to capture the perfect movie scene. Adding fun effects to your movies without a PC is easy using Touch Decoration. Write messages straight on the Touch-screen with the Stylus Pen, add stamps or active animations like shooting stars and mix in still images.\n\n<b>Fingertip control</b>\nOperation is easy with a high-resolution 7.5cm (3.0”) gesture-based Touch-screen LCD, which gives you intuitive fingertip control of settings and simplifies playback.\n\n<b>Smart Auto, Face Detection</b>\nEffortlessly shoot high quality video with Smart Auto. Intelligent Scene Detection Technology selects the perfect settings from 38 scene modes – all you have to do is point and shoot, whilst Face Detection optimises the settings for great people shots.\n\n<b>Video Snapshot</b>\nWith Video Snapshot it’s easy to create fun, short movies to share with friends - without a PC. Capture 2, 4 or 8 second clips with just one touch of the record button, create a playlist, add music and your movie is ready.\n\n<b>SDXC card slot</b>\nThe LEGRIA HF R306 records Full HD movies direct to an SDXC memory card and are ideal for sharing. Available in a range of sizes allowing you to capture hours of footage."
1391309;cameras_sales,digital_cameras,sony;digital_cameras;Sony DSC-T300;-10.1 effective megapixels resolution for clear enlargements beyond A3 size.\n-Carl Zeiss Vario-Tessar lens with 5x optical zoom.\n-Smile Shutter waits until the subject smiles before firing the shutter with adjustable smile threshold setting.\n-Enhanced Face Detection with high-speed subject tracking for clearer portraits.\n-Intelligent Scene Recognition automatically selects correct shooting mode depending on subject.\n-Large, wide 3.5-inch (230K dot) Clear Photo LCD Plus touchscreen.\n-HD Output compatible with PhotoTV HD displays for optimised still images on BRAVIA TV.\n-BIONZ processor for enhanced image quality and fast response.\n-Double Anti-blur with Super SteadyShot image stabilisation and High Sensitivity ISO 3200 for clearer handheld shooting in low light.\n-D-Range Optimiser adjusts exposure and contrast in high contrast and backlit scenes.
2160214;audio_video_sales,loudspeakers,verbatim;loudspeakers;Verbatim Portable USB Speaker System;The Verbatim Portable USB Speaker System is lightweight and fully portable making it ideal for use while travelling. It is also suitable for desktop use. This true USB speaker system gives enhanced sound for your favourite tunes in a stylish design.\nThere is no requirement for an additional sound card as these speakers contain 2 x 1 1/4 inch pre-amplified magnetically shielded metal speakers giving you perfect digital sound.
15687718;kyocera,laser_led_printers,print_scan_sales;laser_led_printers;Kyocera FS-4300DN;Power up your department with our premium A4 network device\n\n- Up to 60 pages per minute in A4 with up to 1,200 dpi resolution\n- Gigabit network functionality as standard\n- Lowest power consumption (TEC) in its class\n- Duplex printing and N-up printing reduces paper consumption\n- Up to 6 paper trays for superior flexibility and high capacity\n- Alphanumeric keyboard for easy password entering (Private Print)\n- Convenient printing directly from USB Flash memory device\n- Data Security Kit E provides high level security for optional HD-6\n- Long-life drum and developer lasts for 500,000 pages A4\n- Exceptionally low printing costs in its class\n\nThis very powerful printer, designed for high print volumes is capable of delivering up to 60 ppm. It is easily integrated into your network and can be equiped with paper capacity of up to 2,600 pages. Long life components guarantee tough durable performance that results in incredibly low printing costs and environmental impact.
11009932;lg,pc_monitors,tvs_projectors_sales;pc_monitors;LG E2251S;LG E2251S. Display diagonal: 21.5, Display resolution: 1920 x 1080, Display: LED. VESA mounting interfaces compatibility: 75 x 75, Tilt angle: -5 - 15. Input voltage: 100 - 240, Power consumption (standby): 0.5. Width: 517.5, Depth: 33.5, Height: 317.3
3614485;cameras_sales,logitech,webcams;webcams;Logitech B905 2MP;<b>Carl Zeiss® optics</b>\nYou’ll enjoy razor-sharp images from a lens designed with the help of one of the pioneers in the industry.\n\n<b>Premium autofocus</b>\nYour images stay razor sharp, even in close-ups (up to 10 cm from the camera lens).\n\n<b>True 2-megapixel sensor</b>\nYour images look real thanks to HD-quality (720p) video capture and 8-megapixel photos (with optional software installation).\n\n<b>VGA-quality video</b>\nYou’ll enjoy fine detail and fluidity with VGA-quality video (640 x480 pixels) at up to 30 frames per second.\n\n<b>Clear audio</b>\nThe audio chamber design and RightSound™ technology let you have crystal clear conversations without annoying background noise.\n\n<b>Plug-and-play video calling</b>\nSetup is fast and easy on Windows Vista®, Windows® XP, and Linux*. You just plug it in and you’re ready.\n\n<b>Designed for portability</b>\nThe compact size, travel case, adjustable notebook clip, and additional 30.5 mm desktop stand make this the perfect solution for road warriors.\n\n<b>QuickCam for Enterprise software</b>\nThe software has IT-friendly installation options and offers additional features such as video capture, audio-video mute, and RightLight™ technology.\n\n*Plug-and-play video calling on Linux systems requires the Linux UVC driver to be installed.
14591715;multifunctionals,print_scan_sales,samsung;multifunctionals;Samsung CLX-3305FN;Choose a Samsung CLX-3305FN Colour Laser Multifunction Printer and maximise your print quality – as well as your workspace. You can print, copy, fax and scan at the touch of a button. Not only that, but Samsung’s ReCP technology and new polymerised toner make sure that your printouts are more vivid, crisp and vibrant than ever. And, thanks to compact ergonomic design, the CLX-3305FN even takes up less space.\n\n<b>4-in-1 Multifunction</b>\nOne push of the ECO button and you can save paper and energy straightaway.\nPrint more onto every page, including 2-up, 4-up and duplex. Easy Document Creator is an application to help you compile and share large documents or other scanned or faxed information digitally. Print exactly what you see on the screen with just one click, saving time. Connect quickly and securely to your wireless network with the touch of a button, via the CLX-3305FN Wi-Fi Protected Setup (WPS).\n\n<b>Enjoy quality printouts</b>\nSamsung’s unique ReCP (Rendering Engine for Clean Page) Technology improves the overall quality and vibrancy of your colour printing, ensuring every printout looks perfect. It automatically sharpens the focus of both graphics and text, while solid objects are overlapped to eliminate white gaps.\n\n<b>Polymerized toner</b>\nOur newly developed polymerized toner has smaller and more uniform particles than conventional toner. Meaning, your printouts will have crisper lines and more vivid colours - helping avoid any paper curling. Also, its higher wax content improves the image gloss and enhances the durability preventing unwanted fading.\n\n<b>Ergonomic design</b>\nDon't worry about this printer crowding your space. Its beautiful and compact design makes it a pleasure to share a desk with.\n\n* Small size Footprint\nWith a footprint of just 40.6 x 36.2cm, it's the world's smallest colour laser MFP.\n\n* Ergonomic design\nIts ergonomic design with ebony brown and ice grey colour creates a modern and elegant work environments.\n\n<b>Easy to use</b>\nDesigned for simple and intuitive operation the CLX-3305FN saves you precious time and effort.\n\n* One Touch Eco Button\nJust One push of the ECO button and you can save on toner, paper, and energy. Print multiple pages on one sheet, change colour to greyscale or skip blank pages.\n\n* One Touch Print Screen Button\nPrint exactly what you see on the screen with just one click, saving time.\n\n* One Touch WPS Button\nConnect quickly and securely to your wireless network with the touch of a button, via the one-touch WPS (Wi-Fi Protected Setup).\n\n* Direct USB Printing\nEasily print images and documents directly from a USB memory stick with the intuitive menu and navigation keys.\n\n<b>Easy Colour Manager</b>\nCreate and use your own colour profiles with Samsung's Easy Colour Manager. Match the exact colours of a compay logo or simply give your print outs the individual look you want.\n\n<b>Easy Document Creator</b>\nEasy Document Creator helps you creat digital documents in multiple formats and makes it easy to share them with others - via e-mail, fax or social networks.\n\n<b>Easy Solution s</b>\nupport\nThe printer also brings you software support designed to put you in control of delivering ultimate quality printouts easier than ever before.\n\n* Easy Eco Driver\nEasy Eco Driver helps you compile digital documents in multiple formats and makes it easy to share them with others - even through social networks.
1229213;multifunctionals,print_scan_sales,xerox;multifunctionals;Xerox WorkCentre 5645 Offset Catch Tray;- Easier and faster development of custom user interface software than most competitors because the Xerox Extensible Interface Platform (EIP) is based on web standards\n- Comprehensive scanning solutions are available to meet any office need. Competitive scan offerings are more limited\n- Faster processor (1.4 GHz) on the WorkCentre 5645/5655 than competitive products\n- Larger-capacity standard DADF (100 sheets) than competitive products to handle larger print jobs\n- Faster scanning speed (up to 60 ipm) than competitive products\n- Xerox SMARTsend™ scan capture and distribution software (optional) has valuable features that competitive products don't have\n- Higher-yield consumables for fewer interruptions and less hassle than competitive products\n- Less downtime with SMart Kit™ components that users can easily replace themselves. Competitive products require calls for service to do this\n- Network Server Fax and Internet Fax are standard on the WorkCentre 5645/5655 Copier/Printer/Scanner models versus optional on competitive products\n- Faster scan transmissions and reduced network load than competitive products with JBIG 2, MRC, and optimized scan compression to match the scanned input
11311106;lenovo,pc_monitors,tvs_projectors_sales;pc_monitors;Lenovo ThinkVision LT1952p;For enterprises that need a green, fully functional display screen, with unparalleled visual quality, the ThinkVision LT1952p is the best choice. Compatible with virtually any hardware platform, the LT1952p offers VGA, DVI-D, and DisplayPort connections. The LT1952p is a breeze to use with exceptional LED performance, swivel, tilt, and lift options, 5 milliseconds response time, and a 1000:1 contrast ratio. The LT1952p delivers high energy cost savings, through compliance with go green certifications. The monitors are mercury-free, contain reduced toxic chemicals. The LT1952p delivers the best value on investment for large enterprises.
13700623;camcorders,cameras_sales,canon;camcorders;Canon LEGRIA HF M506;<b>Exceptional video quality for every occasion</b>\nThe LEGRIA HF M506 delivers professional quality video with ease whatever the occasion. Featuring Canon’s HD CMOS PRO sensor and Audio Scene Select movies look and sound superb.\n\n- Canon HD CMOS PRO sensor.\n- Optical Intelligent IS.\n- Audio Scene Select.\n- 10x HD Video lens, iris diaphragm.\n- Creative cinematic features.\n- 7.5cm intuitive touch screen.\n- Smart Auto (38 scenes), Face Detection, Instant AF.\n- SDXC card slot.\n\n<b>Canon HD CMOS PRO sensor</b>\nThe HD CMOS PRO sensor is designed and made by Canon for its professional camcorders. The light gathering area of the pixels is 160% bigger than conventional CMOS sensors, delivering a wider dynamic range and advanced low-light performance.\n\n<b>Optical Intelligent IS</b>\nIntelligent IS is the perfect solution to camera shake. It automatically detects the scene and selects exactly the right optical Image Stabilizer settings from 4 modes to counteract movement and prevent blur. It ensures sharp, detailed videos in every situation - leaving you free to concentrate on shooting.\n\n<b>Audio Scene Select</b>\nIt’s simple to make your movies sound as good as they look with Audio Scene Select and a high-sensitivity, built-in zoom microphone.. Just select from 5 scene modes and audio settings are optimised automatically.\n\n<b>Canon HD Video lens</b>\nA high-quality, Canon HD Video lens with 10x optical zoom features an iris diaphragm for soft background blurring.\n\n<b>Creative cinematic features</b>\nUse Story Creator to develop your video skills and effortlessly create memorable short videos with a story - just choose a theme and follow the in-built scene suggestions. Inspire your creativity with Cinema-Look Filters and add fun effects to your movies without a PC using Touch Decoration. Write messages straight on the Touch-screen with the Stylus Pen, add stamps or active animations like shooting stars and mix in still images.\n\n<b>Fingertip control</b>\nOperation is easy with a high-resolution 7.5cm (3.0”) gesture-based Touch-screen LCD, which gives you intuitive fingertip control of shooting and playback functions.\n\n<b>Effortless shooting</b>\nCreating high-quality movies is effortless with Smart Auto. Fully automatic, it intelligently selects shooting settings from 38 scenes – leaving you free to concentrate on your subject. Face Detection optimises the settings for great people shots and Instant AF ensures fast and accurate focusing.\n\n<b>SDXC card slot</b>\nThe LEGRIA HF M506 records Full HD movies direct to an SDXC memory card. Available in a wide range of sizes, the cards are easy to carry and ideal for sharing.
16669550;cameras_sales,hp,webcams;webcams;HP 1300;- It's time to easily and instantly connect and communicate. The HP Webcam 1300's far-reaching compatibility stretches across popular video calling services. From chatting on video calls to recording video, you'll appreciate its user-friendly features.\n- In no time flat, you'll be chatting with friends and family. The HP Webcam 1300 is highly compatible with most major video calling services: Skype, AOL, Yahoo, MSN and Google. Plus, 1-click upload to Facebook.\n- The HP Webcam 1300 has plenty of extras. Versatile clip mounts anywhere. Wide-reaching 360° pan & 30° tilt freely adjusts. Directional microphone cuts down on background noise. It also doubles as a still camera too.\n- Clean lines. Streamlined shape. Light and ultra-compact size. The HP Webcam 1300 is small, space-saving and adds fun to any environment.
18277831;audio_video_sales,loudspeakers,ngs;loudspeakers;NGS String 2.1;"Full 40 W peak power and 20 W RMS power 2.1 sound system. Subwoofer wooden case provides enhanced sound quality. It includes volume and bass control. This sober and elegant equipment ?ts perfectly any environment; you will enjoy your favourite music."
